ENTRY_DATE,MSEB_T_D,MSEB_T_M,MSEB_H_D,MSEB_H_M,MSEB_G_D,MSEB_G_M,MSEB_TOT_D,MSEB_TOT_M,RGPPL_D,RGPPL_M,WIND_D,WIND_M,PENCH_D,PENCH_M,TPCL_T_D,TPCL_T_M,TPCL_H_D,TPCL_H_M,TPCL_TOT_D,TPCL_TOT_M,REL_D,REL_M,THERMAL_D,THERMAL_M,GAS_D,GAS_M,HYDRO_D,HYDRO_M,STATE_D,STATE_M,CPP_D,CPP_M,JSW_D,JSW_M,WPER_D,WPER_M,TOTCPP_D,TOTCPP_M,ADANI_D,ADANI_M,SOLAR_D,SOLAR_M,VIPL_D,VIPL_M,IBPL_D,IBPL_M,DHARIWAL_D,DHARIWAL_M,TPCL_G_D,TPCL_G_M,PGPL_D,PGPL_M,ENTRY_DATE,MP_D,MP_M,GUJRAT_D,GUJRAT_M,GOA_D,GOA_M,TAPS_D,TAPS_M,PENCH_EXCH_D,PENCH_EXCH_M,TOTALCS_D,TOTALCS_M,MSEDCL_BSCH_D,MSEDCL_BSCH_M,TPCL_BSCH_D,TPCL_BSCH_M,TPCL_EXCH_D,TPCL_EXCH_M,DISCOM_EC_D,DISCOM_EC_M,TPCL_EC_D,TPCL_EC_M,REL_EC_D,REL_EC_M,STATE_EC_D,STATE_EC_M,STATE_ECLS_D,STATE_ECLS_M,CHATT_D,CHATT_M,MAH_D,MAH_M,RGPPLINJ_D,RGPPLINJ_M,WRSR_D,WRSR_M,ENTRY_DATE,MSEDCL_BI_D,MSEDCL_BI_M,MSEDCL_PX_D,MSEDCL_PX_M,MUMBAI_BI_D,MUMBAI_BI_M,MUMBAI_PX_D,MUMBAI_PX_M,MUMBAI_SCH_D,MUMBAI_SCH_M,STANDBY_D,STANDBY_M,
2016-11-29 00:00:00.0,146.235,3881.454,25.706,445.384,7.428,295.375,179.369,4622.213,0,0,3,160.636,.143,11.905,14.88,409.592,4.622,114.095,23.647,644.515,10.694,294.2,171.809,4585.246,11.573,432.352,30.328,559.479,309.546,8770.893,9.072,205.841,15.228,562.695,4.015,118.175,91.557,2997.647,51.034,1561.749,1.279,35.533,12.208,320.433,0,228.754,0,0,4.145,120.828,0,16.149,2016-11-29 00:00:00.0,6.709,250.948,-1.579,-7.689,-.662,-20.688,0,0,0,0,119.084,3289.59,5.937,297.007,0,0,-20.767,-601.103,373.522,10520.665,34.574,964.512,20.534,575.305,428.63,12060.482,428.63,12060.482,7.65,196.26,106.966,2870.759,0,0,,,2016-11-29 00:00:00.0,15.188,738.897,-.17,-18.48,17.175,485.644,1.458,42.923,17.175,485.644,0,0,
