Date,KoradiUnit 5,KoradiUnit 6,KoradiUnit 7,KoradiUnit 8,BhusawalUnit 2,BhusawalUnit 3,BhusawalUnit 4,BhusawalUnit 5,ParliUnit 4,ParliUnit 5,ParliUnit 6,ParliUnit 7,ChandrapurUnit 3,ChandrapurUnit 4,ChandrapurUnit 5,ChandrapurUnit 6,ChandrapurUnit 7,ChandrapurUnit 8,ParasUnit 3,ParasUnit 4,KhaparkhedaUnit 1,KhaparkhedaUnit 2,KhaparkhedaUnit 3,KhaparkhedaUnit 4,KhaparkhedaUnit 5,NasikUnit 3,NasikUnit 4,NasikUnit 5,UranAll Units,PGPLUnit 1,PGPLUnit 2,PENCH (MS)Pench (MS),KoynaStage 1-2,KoynaStage 4,KoynaStage 3,HydroKDPH,HydroVTRNA,HydroTILLARI,HydroBHTGR/VEER,HydroBHIRA T.R.,HydroRNGR+BHTSA,HydroBHANDARDRA,HydroELDARY,HydroSMLHY_PTN,HydroGHATGHAR,WindTotal,APMLAPML(Mus),JSWELJSWEL(Mus),VIPLVIPL(Mus),RPL(AMT)RPLAMT(Mus,WPCLWPCL(Mus),CPPOther(Mus),SOLARTotal,TataTrombay 5,TataTrombay 6,TataTrombay 7A,TataTrombay 7B,TataTrombay 8,TataTATA Hydro,R-INFRA1-2,
2016-11-29,0,0,0,12.356,0,0,10.69,10.02,0,0,5.186,5.025,4.426,4.34,9.706,9.961,9.096,7.406,0,5.307,4.145,4.155,4.287,4.225,10.351,4.19,4.092,0,7.428,0,0,.143,6.41,11.181,3.952,.891,.385,.373,,.138,.376,,,.74,1.26,3,51.034,15.228,12.208,0,4.015,9.072,1.279,9.676,,2.612,1.533,5.204,4.622,10.694,
