ENTRY_DATE,TIME_MP,TIME_EP,TIME_NOP,MSEB_T_MP,MSEB_T_EP,MSEB_T_NOP,MSEB_H_MP,MSEB_H_EP,MSEB_H_NOP,MSEB_G_MP,MSEB_G_EP,MSEB_G_NOP,MSEB_TOT_MP,MSEB_TOT_EP,MSEB_TOT_NOP,CSR_MP,CSR_EP,CSR_NOP,RGPPL_MP,RGPPL_EP,RGPPL_NOP,TPCL_EXCH_MP,TPCL_EXCH_EP,TPCL_EXCH_NOP,MSEDCL_DEMAND_MP,MSEDCL_DEMAND_EP,MSEDCL_DEMAND_NOP,LS_MP,LS_EP,LS_NOP,MSEDCL_LSDEMAND_MP,MSEDCL_LSDEMAND_EP,MSEDCL_LSDEMAND_NOP,TPCL_GEN_MP,TPCL_GEN_EP,TPCL_GEN_NOP,REL_GEN_MP,REL_GEN_EP,REL_GEN_NOP,TPCLREL_DEMAND_MP,TPCLREL_DEMAND_EP,TPCLREL_DEMAND_NOP,STATE_DEMAND_MP,STATE_DEMAND_EP,STATE_DEMAND_NOP,STATE_LSDEMAND_MP,STATE_LSDEMAND_EP,STATE_LSDEMAND_NOP,FREQ_MP,FREQ_EP,FREQ_NOP,MAX_FREQ,MIN_FREQ,AVG_FREQ,BELOW49_FREQ,WIND_MP,WIND_EP,WIND_NOP,DEM_SUPP_GAP,DEM_SUPP_GAP_MU,CPP_MP,CPP_EP,CPP_NOP,LM_MP,LM_EP,LM_NOP,LR_MP,LR_EP,LR_NOP,SOLAR_MP,SOLAR_EP,SOLAR_NOP,TIME_DP,MSEB_T_DP,MSEB_H_DP,MSEB_G_DP,MSEB_TOT_DP,CSR_DP,RGPPL_DP,TPCL_EXCH_DP,MSEDCL_DEMAND_DP,LS_DP,MSEDCL_LSDEMAND_DP,TPCL_GEN_DP,REL_GEN_DP,TPCLREL_DEMAND_DP,STATE_DEMAND_DP,STATE_LSDEMAND_DP,FREQ_DP,WIND_DP,CPP_DP,LM_DP,LR_DP,SOLAR_DP,
2016-11-29 00:00:00.0,A. Morning Peak at 11 Hrs,C. Evening Peak at 19 Hrs,D. Night Minimum at 2 Hrs,6636,6773,5212,1878,1581,136,308,308,309,8822,8662,5657,5286,5655,3620,0,0,0,-994,-1015,-622,17397,17370,12394,0,0,0,17397,17370,12394,1263,1235,661,504,489,386,2761,2739,1669,20158,20109,14063,20158,20109,14063,49.94,49.97,49.94,50.14 Hz at 17.59 Hrs,49.73 Hz at 05.37 Hrs,49.94,0 % of Time(min),42,126,266,,,4073,3942,3473,0,0,0,0,0,0,168,0,0,B. Day Peak at 18 Hrs,6781,1785,297,8863,5263,0,-933,17241,0,17241,1267,507,2707,19948,19948,49.91,97,3945,0,0,6,
